NR_SEQL_OCR_CVN;NR_CVN;VL_SDO_CGN;DT_CBR_PCL;DT_PRVT_RPSS_CVN;NR_CTR_OPR
68009255;311101;1073.51;2019-10-31;2019-10-31;919608743
68009325;311698;299.10;2019-11-12;2019-10-31;913221597
68009326;311698;296.44;2019-11-12;2019-10-31;914117566
68010363;358682;484.59;2019-10-31;2019-10-31;898078017
68010364;358682;301.71;2019-10-31;2019-10-31;902106766
68010365;358682;157.43;2019-10-31;2019-10-31;904063024
68010494;359170;220.57;2019-10-31;2019-10-31;913210202
68010741;364897;152.45;2019-10-31;2019-10-31;907176936
68102776;121281;152.14;2019-11-01;2019-11-01;884875470
68105176;145444;1093.45;2019-11-01;2019-11-01;924107605
68106765;201681;166.54;2019-11-10;2019-11-01;843767075
68106773;201681;321.54;2019-11-10;2019-11-01;849176070
68106785;201681;55.90;2019-11-10;2019-11-01;863647919
68106792;201681;658.95;2019-11-10;2019-11-01;867145144
68106795;201681;201.84;2019-11-10;2019-11-01;869374871
68106803;201681;38.73;2019-11-10;2019-11-01;874628219
68106805;201681;17.34;2019-11-10;2019-11-01;875047995
68106817;201681;194.46;2019-11-10;2019-11-01;880181412
68106825;201681;258.03;2019-11-10;2019-11-01;882711007
68106855;201681;665.10;2019-11-10;2019-11-01;890008281
68106859;201681;255.85;2019-11-10;2019-11-01;891018638
68106901;201681;837.43;2019-11-10;2019-11-01;898851024
68106913;201681;777.22;2019-11-10;2019-11-01;901163057
68106918;201681;760.51;2019-11-10;2019-11-01;902242391
68106941;201681;591.23;2019-11-10;2019-11-01;906147193
68106944;201681;682.02;2019-11-10;2019-11-01;906624491
68106949;201681;241.15;2019-11-10;2019-11-01;907788711
68106968;201681;39.02;2019-11-10;2019-11-01;913451658
68106976;201681;399.07;2019-11-10;2019-11-01;915706756
68106979;201681;709.96;2019-11-10;2019-11-01;916053870
68106989;201681;155.18;2019-11-10;2019-11-01;917023300
68106991;201681;413.62;2019-11-10;2019-11-01;917590836
68107103;214864;2.37;2019-11-01;2019-11-01;903637948
68107678;358109;59.74;2019-11-01;2019-11-01;899899885
68107712;367995;648.93;2019-11-01;2019-11-01;912471048
68119945;102182;127.46;2019-11-02;2019-11-04;869717206
68121101;108639;300.20;2019-11-04;2019-11-04;903229844
68126114;75254;308.44;2019-11-05;2019-11-05;917068566
68126115;75254;841.67;2019-11-05;2019-11-05;918263944
68126116;75254;180.33;2019-11-05;2019-11-05;921666685
68126117;75254;767.10;2019-11-05;2019-11-05;924922914
68126118;75254;299.69;2019-11-05;2019-11-05;925631075
68126280;89099;129.69;2019-11-05;2019-11-05;908851628
68130530;121089;1219.32;2019-11-05;2019-11-05;890092861
68133868;149197;387.63;2019-11-05;2019-11-05;915653026
68133869;149197;652.72;2019-11-05;2019-11-05;918779710
68134760;315536;208.36;2019-11-05;2019-11-05;840687772
68134888;333572;267.60;2019-11-05;2019-11-05;920923468
68151623;303571;207.41;2019-11-07;2019-11-06;845338225
68151635;303571;557.31;2019-11-06;2019-11-06;890083004
68199710;92542;464.89;2019-11-07;2019-11-07;876815074
68199711;92542;413.81;2019-11-07;2019-11-07;891919934
68199712;92542;256.70;2019-11-07;2019-11-07;893933757
68199713;92542;621.76;2019-11-07;2019-11-07;899201088
68199714;92542;813.15;2019-11-07;2019-11-07;899695584
68199715;92542;131.57;2019-11-07;2019-11-07;904631523
68199716;92542;584.40;2019-11-07;2019-11-07;911339710
68199717;92542;571.83;2019-11-07;2019-11-07;916385298
68199718;92542;200.68;2019-11-07;2019-11-07;921086219
68199719;92542;320.94;2019-11-07;2019-11-07;923937384
68200185;96705;327.79;2019-11-07;2019-11-07;906661568
68202818;109920;0.20;2019-11-10;2019-11-07;839331880
68202831;109920;889.44;2019-11-10;2019-11-07;868578960
68202834;109920;54.80;2019-11-07;2019-11-07;916230311
68208008;122297;216.21;2019-10-07;2019-10-07;920145634
68208010;122297;181.27;2019-11-07;2019-11-07;920145634
68209726;129072;238.69;2019-11-07;2019-11-07;868040748
68211289;132982;222.28;2019-11-12;2019-11-07;863795410
68214752;215434;5.21;2019-11-09;2019-11-07;684700508
68236271;218622;4185.95;2019-11-07;2019-11-07;903674634
68236272;218622;369.83;2019-11-07;2019-11-07;911692703
68236273;218622;369.77;2019-11-07;2019-11-07;915448345
68248200;224718;260.91;2019-11-07;2019-11-07;919060666
68255669;325600;676.91;2019-11-07;2019-11-07;918944390
68255805;330463;60.00;2019-11-07;2019-11-07;922248298
68255811;332105;356.12;2019-11-07;2019-11-07;830164856
68255812;332105;144.12;2019-11-07;2019-11-07;838944629
68255895;358717;219.37;2019-11-07;2019-11-07;911787152
68255896;358717;282.75;2019-11-07;2019-11-07;913022429
68260867;1617;427.09;2019-11-10;2019-11-11;834940804
68262180;97102;1567.28;2019-11-10;2019-11-11;842141657
68262181;97102;249.75;2019-11-10;2019-11-11;844069579
68262182;97102;134.87;2019-11-10;2019-11-11;879743263
68262369;99555;1457.25;2019-11-10;2019-11-11;881773060
68262372;99555;660.10;2019-11-10;2019-11-11;883838455
68262373;99555;564.69;2019-11-10;2019-11-11;884197104
68262375;99555;83.54;2019-11-10;2019-11-11;889698096
68262376;99555;91.06;2019-11-10;2019-11-11;889987499
68262377;99555;271.28;2019-11-10;2019-11-11;890380168
68262378;99555;370.13;2019-11-10;2019-11-11;890704794
68262379;99555;360.50;2019-11-10;2019-11-11;891223920
68262380;99555;708.20;2019-11-10;2019-11-11;892013693
68262384;99555;987.57;2019-11-10;2019-11-11;894486342
68262385;99555;633.83;2019-11-10;2019-11-11;895814372
68262386;99555;173.54;2019-11-10;2019-11-11;896890953
68262387;99555;478.78;2019-11-10;2019-11-11;898937155
68262388;99555;296.45;2019-11-10;2019-11-11;899102900
68262389;99555;126.57;2019-11-10;2019-11-11;900352220
68262390;99555;553.79;2019-11-10;2019-11-11;900461568
68262391;99555;440.56;2019-11-10;2019-11-11;906464331
68262392;99555;187.58;2019-11-10;2019-11-11;907270676
68262393;99555;217.61;2019-11-10;2019-11-11;917865275
68262394;99555;486.41;2019-11-10;2019-11-11;921193999
68262395;99555;330.31;2019-11-10;2019-11-11;922796752
68262396;99555;304.08;2019-11-10;2019-11-11;922943287
68262397;99555;129.28;2019-11-10;2019-11-11;925684744
68262398;99555;806.46;2019-11-10;2019-11-11;927890453
68263043;102098;438.60;2019-11-10;2019-11-11;882663398
68263119;103783;330.69;2019-11-10;2019-11-11;904412816
68263411;104692;1722.32;2019-11-10;2019-11-11;898367462
68264397;112348;353.87;2019-11-10;2019-11-11;878824143
68265146;117592;517.04;2019-11-10;2019-11-11;889769787
68265147;117592;656.07;2019-11-10;2019-11-11;909418754
68265148;117592;184.82;2019-11-10;2019-11-11;922798099
68265498;122525;202.89;2019-11-10;2019-11-11;905813426
68265831;126812;447.19;2019-11-10;2019-11-11;865729632
68266129;130286;99.90;2019-11-10;2019-11-11;896693195
68266130;130286;13.38;2019-11-10;2019-11-11;905032322
68266131;130286;17.85;2019-11-10;2019-11-11;916784821
68266208;131330;945.43;2019-11-10;2019-11-11;914119600
68266214;131430;1890.82;2019-10-31;2019-11-11;867925061
68266215;131430;1079.52;2019-11-10;2019-11-11;888022557
68266216;131430;2572.14;2019-11-10;2019-11-11;890852365
68266217;131430;2203.25;2019-11-10;2019-11-11;894667152
68266218;131430;1035.55;2019-11-10;2019-11-11;895498892
68266219;131430;421.64;2019-11-10;2019-11-11;908318741
68266220;131430;853.50;2019-11-10;2019-11-11;916018645
68266221;131430;3044.29;2019-11-10;2019-11-11;917225126
68266222;131430;3862.75;2019-11-10;2019-11-11;917302984
68266223;131430;360.40;2019-11-10;2019-11-11;917634414
68266224;131430;2276.16;2019-11-10;2019-11-11;922125891
68266225;131430;1493.88;2019-11-10;2019-11-11;923948069
68266701;132758;444.25;2019-11-10;2019-11-11;905500172
68266706;132826;571.81;2019-11-10;2019-11-11;913084420
68267327;150748;186.47;2019-11-10;2019-11-11;897417689
68267371;158263;488.40;2019-11-10;2019-11-11;839855581
68268131;331239;562.24;2019-11-09;2019-11-11;859372701
68268132;331239;294.23;2019-11-09;2019-11-11;859868883
68268133;331239;979.91;2019-11-09;2019-11-11;861130770
68268136;331239;330.00;2019-11-10;2019-11-11;874535249
68268137;331239;436.44;2019-11-10;2019-11-11;877290698
68268138;331239;442.47;2019-11-10;2019-11-11;895010626
68268139;331239;215.68;2019-11-10;2019-11-11;897444031
68268140;331239;462.66;2019-11-10;2019-11-11;898831715
68268141;331239;116.76;2019-11-10;2019-11-11;900781895
68268142;331239;1412.51;2019-11-10;2019-11-11;924956850
68268157;333584;146.31;2019-11-10;2019-11-11;908017056
68268158;333584;1800.94;2019-11-10;2019-11-11;914311436
68268159;333584;336.08;2019-11-10;2019-11-11;915454068
68268160;333584;148.38;2019-11-10;2019-11-11;915724104
68268458;367824;107.96;2019-11-10;2019-11-11;910983965
68268460;367824;222.34;2019-11-10;2019-11-11;921497643
68268497;370468;590.66;2019-11-10;2019-11-11;917900837
68270273;195775;449.53;2019-11-11;2019-11-11;830593627
68270276;195775;503.55;2019-11-11;2019-11-11;834747186
68270277;195775;1019.41;2019-11-11;2019-11-11;835179811
68270951;115326;333.16;2019-11-12;2019-11-12;837454480
68271484;134589;790.68;2019-11-12;2019-11-12;882127388
68272335;109920;160.61;2019-11-07;2019-11-07;909387492
68272969;364347;179.64;2019-11-13;2019-11-13;891299769
68272974;368244;1636.74;2019-11-13;2019-11-13;918768910
68274847;116106;565.30;2019-11-14;2019-11-14;886245737
68274848;116106;800.61;2019-11-14;2019-11-14;900532131
68275557;309654;302.49;2019-11-14;2019-11-14;881852728
68275581;353506;935.71;2019-11-14;2019-11-14;921587374
68275602;367941;24.98;2019-11-14;2019-11-14;922616986
68275603;367941;145.24;2019-11-14;2019-11-14;922719644
68275604;367941;413.09;2019-11-14;2019-11-14;923906410
68275605;367941;137.24;2019-11-14;2019-11-14;926891643
68275606;367941;48.03;2019-11-14;2019-11-14;926968455
68275607;367941;138.55;2019-11-14;2019-11-14;927689891
68291610;133145;274.09;2019-11-16;2019-11-18;873313269
68291611;133145;560.12;2019-11-16;2019-11-18;873405290
68291612;133145;346.51;2019-11-16;2019-11-18;916969109
68291613;133145;445.40;2019-11-16;2019-11-18;918485333
68293526;114521;1.20;2019-11-07;2019-11-07;907667610
68295828;105779;257.37;2019-11-20;2019-11-20;927939581
68296213;113421;300.61;2019-11-20;2019-11-20;867410275
68296214;113421;45.62;2019-11-20;2019-11-20;911934623
68296215;113421;198.34;2019-11-20;2019-11-20;923794751
68296216;113421;165.51;2019-11-20;2019-11-20;926387281
68297753;121219;366.09;2019-11-20;2019-11-20;840043924
68297754;121219;515.75;2019-11-20;2019-11-20;864327875
68297755;121219;37.73;2019-11-20;2019-11-20;881319310
68297757;121219;155.87;2019-11-20;2019-11-20;897914900
68297758;121219;673.58;2019-11-20;2019-11-20;899355847
68297759;121219;829.66;2019-11-20;2019-11-20;916348184
68297760;121219;39.28;2019-11-20;2019-11-20;926661965
68298436;137949;275.05;2019-11-20;2019-11-20;917413988
68299728;366169;285.66;2019-11-20;2019-11-20;900512212
68299729;366169;419.64;2019-11-20;2019-11-20;901442164
68299730;366169;333.01;2019-11-20;2019-11-20;901920191
68299731;366169;391.52;2019-11-20;2019-11-20;903200062
68299732;366169;403.31;2019-11-20;2019-11-20;920020009
68299820;370410;595.02;2019-11-20;2019-11-20;916704803
68299821;370410;603.67;2019-11-20;2019-11-20;919590135
68304950;163891;1065.48;2019-11-21;2019-11-21;904345089
68305138;304079;678.33;2019-11-21;2019-11-21;886424115
68310722;136177;510.76;2019-11-22;2019-11-22;886774716
68311301;201048;2192.65;2019-11-22;2019-11-22;915105426
68311302;201048;686.35;2019-11-22;2019-11-22;918859332
68311303;201048;76.58;2019-11-22;2019-11-22;921849571
68311396;316333;104.90;2019-12-20;2019-12-06;844412865
68311397;316333;182.65;2019-12-20;2019-12-06;844458660
68311398;316333;135.94;2019-12-20;2019-12-06;844520293
68311405;316333;758.30;2019-12-20;2019-12-06;845259270
68311441;316333;289.10;2019-12-20;2019-12-06;847531277
68315650;1640;218.49;2019-12-06;2019-12-06;897850240
68315687;1640;56.23;2019-12-06;2019-12-06;898633002
68316787;14738;412.63;2019-11-25;2019-11-25;923699934
68319212;127054;1453.47;2019-11-24;2019-11-25;884003044
68319213;127054;1455.95;2019-11-24;2019-11-25;901581798
68319214;127054;905.98;2019-11-24;2019-11-25;903475289
68319603;134390;252.17;2019-12-10;2019-11-25;829524213
68320874;293755;1026.80;2019-11-25;2019-11-25;889101896
68321204;335742;744.19;2019-11-25;2019-11-25;920004078
68326752;97475;1344.82;2019-11-26;2019-11-26;891538510
68326753;97475;568.40;2019-11-26;2019-11-26;894831873
68335205;137744;614.87;2019-11-28;2019-11-28;927694717
68351883;49691;137.34;2019-12-20;2019-11-29;842181654
68356786;99984;594.44;2019-11-29;2019-11-29;865957433
68356787;99984;743.88;2019-11-29;2019-11-29;880404187
68356788;99984;370.39;2019-11-29;2019-11-29;887431464
68356789;99984;391.39;2019-11-29;2019-11-29;923032072
68356790;99984;437.27;2019-11-29;2019-11-29;923414657
68356791;99984;934.28;2019-11-29;2019-11-29;924105911
68358448;104548;123.45;2019-11-29;2019-11-29;906249236
68359930;107202;401.61;2019-11-29;2019-11-29;918922710
68359931;107202;231.29;2019-11-29;2019-11-29;926462910
68367328;110082;344.24;2019-11-29;2019-11-29;917604369
68381881;121397;790.81;2019-11-29;2019-11-29;896951395
68384333;126939;539.94;2019-11-29;2019-11-29;897357295
68384335;126939;207.30;2019-11-29;2019-11-29;919347549
68384336;126939;250.92;2019-11-29;2019-11-29;919893750
68384337;126939;146.56;2019-11-29;2019-11-29;920475905
68384338;126939;260.70;2019-11-29;2019-11-29;921281820
68384339;126939;681.15;2019-11-29;2019-11-29;924057553
68414838;137096;127.80;2019-11-29;2019-11-29;909376555
68414839;137096;429.65;2019-11-29;2019-11-29;924839590
68416004;146590;14.06;2019-11-29;2019-11-29;914382393
68416005;146590;364.66;2019-11-29;2019-11-29;915623520
68416006;146590;44.88;2019-11-29;2019-11-29;919053542
68416007;146590;37.12;2019-11-29;2019-11-29;921111130
68416269;150295;1279.88;2019-11-29;2019-11-29;886966592
68416270;150295;327.06;2019-11-29;2019-11-29;888356768
68416271;150295;216.09;2019-11-29;2019-11-29;897233579
68416476;154681;331.44;2019-11-29;2019-11-29;900646114
68416477;154681;592.68;2019-11-29;2019-11-29;901639013
68416478;154681;290.76;2019-11-29;2019-11-29;904655944
68416479;154681;57.65;2019-11-29;2019-11-29;913391035
68416480;154681;99.71;2019-11-29;2019-11-29;916087409
68416481;154681;57.24;2019-11-29;2019-11-29;919220945
68416482;154681;98.89;2019-11-29;2019-11-29;919642586
68416483;154681;57.15;2019-11-29;2019-11-29;921197682
68416484;154681;272.34;2019-11-29;2019-11-29;926885976
68417208;197144;325.63;2019-11-29;2019-11-29;909705521
68417786;211392;1209.61;2019-11-29;2019-11-29;878774516
68418855;215446;395.63;2019-11-29;2019-11-29;897571201
68418856;215446;135.13;2019-11-29;2019-11-29;907343649
68419384;215978;878.24;2019-11-29;2019-11-29;897183181
68419443;218039;345.80;2019-11-29;2019-11-29;887150880
68419444;218039;340.95;2019-11-29;2019-11-29;907106886
68419446;218039;324.47;2019-11-29;2019-11-29;915999582
68419447;218039;138.60;2019-11-29;2019-11-29;916936880
68419448;218039;499.55;2019-11-29;2019-11-29;921748499
68419449;218039;1221.64;2019-11-29;2019-11-29;923805298
68419450;218039;483.33;2019-11-29;2019-11-29;923861235
68420906;311101;973.17;2019-11-29;2019-11-29;903376459
68420908;311101;30.70;2019-11-29;2019-11-29;920431831
68420942;311698;408.84;2019-12-12;2019-11-29;892539853
68421858;337628;425.15;2019-11-29;2019-11-29;914929794
68421861;351467;550.28;2019-11-29;2019-11-29;889542928
68421970;358288;237.61;2019-11-29;2019-11-29;920347196
68422134;359034;1540.10;2019-11-29;2019-11-29;920921539
68423099;358288;243.38;2019-11-29;2019-11-29;918497129
68423100;358288;591.01;2019-11-29;2019-11-29;914821015
68423484;92014;58.13;2019-11-29;2019-11-29;901646188
68426157;311101;2.00;2019-11-29;2019-11-29;920449492
68497088;76042;220.79;2019-12-01;2019-12-02;904908483
68497089;76042;245.85;2019-12-01;2019-12-02;908819874
68497090;76042;260.47;2019-12-01;2019-12-02;912949120
68498532;88180;420.80;2019-11-30;2019-12-02;887003651
68499803;94432;716.24;2019-12-02;2019-12-02;903958394
68499881;96329;526.23;2019-12-01;2019-12-02;893303187
68499882;96329;871.47;2019-12-01;2019-12-02;893663588
68499883;96329;542.72;2019-12-01;2019-12-02;894955909
68499884;96329;868.65;2019-12-01;2019-12-02;903154632
68499885;96329;587.89;2019-12-01;2019-12-02;910879988
68499886;96329;63.56;2019-12-01;2019-12-02;911446353
68502990;97655;408.82;2019-11-30;2019-12-02;884480798
68507828;110147;478.60;2019-12-01;2019-12-02;922532571
68507829;110147;567.95;2019-12-01;2019-12-02;926374602
68511561;114776;139.16;2019-12-02;2019-12-02;911189173
68511708;116621;811.41;2019-12-01;2019-12-02;902538755
68511709;116621;21.94;2019-12-01;2019-12-02;926473141
68513886;122180;144.06;2019-12-10;2019-12-02;823494794
68513893;122180;143.79;2019-11-30;2019-12-02;862883658
68513894;122180;335.76;2019-11-30;2019-12-02;904804150
68514803;125141;341.00;2019-11-30;2019-12-02;907057878
68514804;125141;149.44;2019-11-30;2019-12-02;925924021
68515442;132901;199.12;2019-11-30;2019-12-02;824520973
68515568;133709;339.40;2019-11-30;2019-12-02;894700998
68516528;137617;278.23;2019-11-30;2019-12-02;892489209
68516529;137617;52.42;2019-11-30;2019-12-02;893109897
68516754;140011;304.08;2019-11-30;2019-12-02;890185094
68516755;140011;286.55;2019-11-30;2019-12-02;891966971
68516756;140011;396.42;2019-11-30;2019-12-02;918320545
68516974;151017;155.18;2019-11-30;2019-12-02;917077559
68519162;215942;900.61;2019-12-01;2019-12-02;897797414
68519782;327169;99.89;2019-11-30;2019-12-02;916856995
68520215;358109;315.98;2019-12-02;2019-12-02;895367779
68520216;358109;110.05;2019-12-02;2019-12-02;907829419
68520217;358109;99.26;2019-12-02;2019-12-02;916956151
68520245;358975;583.38;2019-11-30;2019-12-02;896103033
68520246;358975;23.48;2019-11-30;2019-12-02;913325048
68520263;359188;201.87;2019-12-02;2019-12-02;889568226
68520300;367963;182.33;2019-11-30;2019-12-02;920611439
68520301;367995;273.78;2019-12-02;2019-12-02;910155595
68520307;368161;870.52;2019-11-30;2019-12-02;906040753
68525447;225772;100.00;2019-09-07;2019-09-09;922300752
68539872;148510;820.51;2019-12-04;2019-12-04;927413206
68541097;117489;48.45;2019-11-20;2019-11-29;852851885
68542133;75254;280.68;2019-12-05;2019-12-05;908666125
68542134;75254;399.13;2019-12-05;2019-12-05;909582170
68542135;75254;705.84;2019-12-05;2019-12-05;918257088
68542136;75254;200.13;2019-12-05;2019-12-05;919890049
68542137;75254;221.21;2019-12-05;2019-12-05;923067887
68542138;75254;878.60;2019-12-05;2019-12-05;925635126
68544517;107285;44.61;2019-12-15;2019-12-05;855634084
68544526;107285;20.31;2019-12-15;2019-12-05;870511673
68544528;107285;28.84;2019-12-15;2019-12-05;870871132
68545091;112776;592.76;2019-12-05;2019-12-05;873627585
68545092;112776;884.18;2019-12-05;2019-12-05;918108544
68545120;113765;163.44;2019-12-05;2019-12-05;920586183
